"id","name","identifier","type","address","maps","date_joined","date_created","date_updated","razon_social"
"83","SAN JOSE ITURBIDE","T148","FORANEA","CARRETERA FEDERAL 57 QUERÉTARO- SAN LUIS POTOSÍ ,KM 47+740 , ,POBLADO EL ARENAL ,37997 ,SAN JOSÉ ITURBIDE ,GUANAJUATO","https://goo.gl/maps/fZKKYFShcvYNsvh47","2023-09-13","2024-10-03 23:26:30.088886+00","2023-09-13 08:31:25.665257+00","ASTURIANO"
"84","LOMA ALTA 3","T139","FORANEA","LOMA DEL RÍO ,113 , ,FRACC. LOMA ALTA ,76830 ,SAN JUAN DEL RÍO ,QUERÉTARO","https://goo.gl/maps/sKVAhiV3DXm","2023-09-13","2024-10-03 23:26:11.43092+00","2023-09-13 08:31:25.740678+00","ASTURIANO"
"85","LA RUEDA","T135","FORANEA","AV. DEL TIMÓN ,210 ,1 ,FRACC. LA RUEDA ,76810 ,SAN JUAN DEL RÍO ,QUERÉTARO","https://goo.gl/maps/mCzx9RMMPrG2","2023-09-13","2024-10-03 23:26:10.063648+00","2023-09-13 08:31:25.815055+00","ASTURIANO"
"86","MIXQUIAHUALA","T081","FORANEA","CARRETERA ACTOPAN- TULA ,KM 28 , ,MIXQUIAHUALA ,42700 ,MIXQUIAHUALA ,HIDALGO","https://goo.gl/maps/Q8KVVSb1Z9w","2023-09-13","2024-10-03 23:26:10.12928+00","2023-09-13 08:31:25.88996+00","ASTURIANO"
"87","ECATEPEC 2","T080","FORANEA","AV. CENTRAL ,225 , ,SANTA CRUZ VENTA DE CARPIO ,55065 ,ECATEPEC DE MORELOS ,EDO. DE MÉXICO","https://goo.gl/maps/r8w1tHpTBfq","2023-09-13","2024-10-03 23:26:28.270649+00","2023-09-13 08:31:25.96549+00","ASTURIANO"
"88","ACTOPAN","T079","FORANEA","PROL. EFRÉN ROBLEDO ,344 , ,LOS OLIVOS ,42086 ,ACTOPAN ,HIDALGO","https://goo.gl/maps/6djN4XpD8YrPE2Ee9","2023-09-13","2024-10-03 23:26:10.326639+00","2023-09-13 08:31:26.032581+00","ASTURIANO"
"89","LA CENTRAL","T073","FORANEA","CALZADA DE LA ESTACIÓN ,90 ,Local 5 ,COL CENTRO ,37700 ,SAN MIGUEL DE ALLENDE ,GUANAJUATO","https://goo.gl/maps/4251qtxBSL12","2023-09-13","2024-10-03 23:26:09.999603+00","2023-09-13 08:31:26.104733+00","ASTURIANO"
"90","LA PARROQUIA","T066","FORANEA","LA PARROQUIA ,1 , ,LA PARROQUIA ,37790 ,SAN MIGUEL DE ALLENDE ,GUANAJUATO","https://goo.gl/maps/uHcHtecnonfVp8mD8","2023-09-13","2024-10-03 23:26:10.194383+00","2023-09-13 08:31:26.175999+00","ASTURIANO"
"91","SOMBRA VERDE","T064","FORANEA","CARRETERA SAN MIGUEL- DOLORES ,KM 15 , ,MONTECILLO DE LA MILPA ,37800 ,SAN MIGUEL DE ALLENDE ,GUANAJUATO","https://goo.gl/maps/QXJioDLeWM82","2023-09-13","2024-10-03 23:26:11.496673+00","2023-09-13 08:31:26.25272+00","ASTURIANO"
"92","SAN MIGUEL DE ALLENDE 1","T058","FORANEA","JOSE MANUEL ZAVALA ,59 , ,LA LEJONA ,73700 ,SAN MIGUEL DE ALLENDE ,GUANAJUATO","https://goo.gl/maps/TxyteWXDi4bZxhz5A","2023-09-13","2024-10-03 23:26:11.913731+00","2023-09-13 08:31:26.328844+00","ASTURIANO"
"93","SALITRE","T023","FORANEA","CARRETERA A SAN LUIS ,KM 11.850 , ,EL SALITRE ,76127 ,QUERÉTARO ,QUERÉTARO","https://goo.gl/maps/7buUicM1E1E2","2023-09-13","2024-10-03 23:26:26.165648+00","2023-09-13 08:31:26.402367+00","ASTURIANO"
"94","BOULEVARD CHILPO","T441","FORANEA","Av. René, Lic. René Juárez Cisneros 2, Fracc.villa Moderna, Villa Moderna 1ra y 2da Secc, 39070 Chilpancingo de los Bravo, Gro.","https://goo.gl/maps/zuKsEnbaDsZVn3f6A","2023-09-13","2024-10-03 23:26:27.602415+00","2023-09-13 08:31:26.476956+00","ASTURIANO"
"95","FELIX","T476","LOCAL","REVOLUCION ,304 , ,10 DE ABRIL ,76118 ,QUERÉTARO ,QUERÉTARO","https://goo.gl/maps/yXGFVBjjXrFoVHg18","2023-09-13","2024-10-03 23:26:09.738948+00","2023-09-13 08:31:26.544899+00","ASTURIANO"
"96","PUERTA DEL SOL","T472","LOCAL","VALLE DEL ACATLÁN ,21 , ,CIUDAD DEL SOL ,76116 ,QUERÉTARO ,QUERÉTARO","https://goo.gl/maps/D9M5rNEPRhXRmvGE8","2023-09-13","2024-10-03 23:26:30.153979+00","2023-09-13 08:31:26.616551+00","ASTURIANO"
"97","DON LORENZO","T460","LOCAL","LORENZO ANGELES ,20 , ,EL PUEBLITO ,76904 ,CORREGIDORA ,QUERÉTARO","https://goo.gl/maps/MZNn2tz9b8fyR9Re9","2023-09-13","2024-10-03 23:26:09.935325+00","2023-09-13 08:31:26.690243+00","ASTURIANO"
"98","PRESERVE","T459","LOCAL","BOULEVARD SALTO DEL MORO , , ,PRESERVE JURIQUILLA , ,QUERÉTARO ,QUERÉTARO","https://goo.gl/maps/CsGxU1x9soxaGikR9","2023-09-13","2024-10-03 23:26:11.572215+00","2023-09-13 08:31:26.763736+00","ASTURIANO"
"99","VIENA","T458","LOCAL","AV. SUR ,2 ,A ,BOSQUES DE VIENA ,76905 ,CORREGIDORA ,QUERÉTARO","https://goo.gl/maps/jU34GPaXLe2VuWug6","2023-09-13","2024-10-03 23:26:11.365443+00","2023-09-13 08:31:26.831391+00","ASTURIANO"
"100","CUAUHTEMOC","T457","LOCAL","CUAUHTEMOC ,117 ,A ,OTRA NO ESPECIFICADA ,76904 ,EL PUEBLITO ,QUERÉTARO","https://goo.gl/maps/WUpymvrzbFt3Jv5k9","2023-09-13","2024-10-03 23:26:11.29876+00","2023-09-13 08:31:26.901888+00","ASTURIANO"
"101","3 ESTRELLAS","T456","LOCAL","AFRICA ,202 , ,CONTINENTAL ,76220 ,SANTA ROSA JAUREGUI ,QUERÉTARO","https://goo.gl/maps/boceCgGjjmLuCKQv7","2023-09-13","2024-10-03 23:26:09.868784+00","2023-09-13 08:31:26.989512+00","ASTURIANO"
"102","EL MILAGRO","T455","LOCAL","SANTUARIO DEL MILAGRO ,1102 , ,SANTUARIOS DEL CERRITO ,76900 ,CORREGIDORA ,QUERÉTARO","https://goo.gl/maps/dtwLRwf1Kib7YaHdA","2023-09-13","2024-10-03 23:26:10.98962+00","2023-09-13 08:31:27.063938+00","ASTURIANO"
"103","ES METROPOLITANO","T445","LOCAL","CARRETERA 411 ,1428 ,KM 3+400 , , ,CORREGIDORA ,QUERÉTARO","https://goo.gl/maps/JpwUeNpegExf3bnB7","2023-09-13","2024-10-03 23:26:11.649179+00","2023-09-13 08:31:27.140963+00","ASTURIANO"
"104","GARFIAS","T444","LOCAL","AV. REVOLUCIÓN ,1042 ,1 ,FRACC. INDUSTRIAL BENITO JUAREZ , ,QUERÉTARO ,QUERÉTARO","https://goo.gl/maps/k65B4GZZyoSv9ZQr5","2023-09-13","2024-10-03 23:26:11.054618+00","2023-09-13 08:31:27.218102+00","ASTURIANO"
"105","LA NUBE","T440","LOCAL","POPOCATEPETL ,106 ,2 ,LOMA BONITA ,76049 ,QUERÉTARO ,QUERÉTARO","https://goo.gl/maps/u2vjwVxKe8rKD5Cf8","2023-09-13","2024-10-03 23:26:26.100674+00","2023-09-13 08:31:27.290535+00","ASTURIANO"
"106","DOS CAMINOS","T439","LOCAL","AV. NAVARRA ,1491 , ,LAS AZUCENAS ,76116 ,QUERÉTARO ,QUERÉTARO","https://goo.gl/maps/narKtbSmxGp9tE9V9","2023-09-13","2024-10-03 23:26:11.160293+00","2023-09-13 08:31:27.358609+00","ASTURIANO"
"107","NARDOS","T438","LOCAL","LAURELES ,S/N , ,LA NEGRETA ,76907 ,CORREGIDORA ,QUERÉTARO","https://goo.gl/maps/y5nS5c8a4Le8MxtUA","2023-09-13","2024-10-03 23:26:10.925251+00","2023-09-13 08:31:27.42669+00","ASTURIANO"
"108","VERGEL","T429","LOCAL","FUERTE DE ALORA ,231 , ,EL VERGEL ,76148 ,QUERÉTARO ,QUERÉTARO","https://goo.gl/maps/zwCQrRY45929XTfe8","2023-09-13","2024-10-03 23:26:10.859899+00","2023-09-13 08:31:27.501292+00","ASTURIANO"
"109","DEPORTIVA","T427","LOCAL","M GUTIERREZ NAJERA ,302 , ,TINTERO ,76134 ,QUERÉTARO ,QUERÉTARO","https://goo.gl/maps/LQT54cVEcqABLKBn9","2023-09-13","2024-10-03 23:26:11.231511+00","2023-09-13 08:31:27.569239+00","ASTURIANO"
"110","CIMA","T426","LOCAL","SALVADOR MORENO ,3 ,A ,REFORMA AGRARIA ,76086 ,QUERÉTARO ,QUERÉTARO","https://goo.gl/maps/22BwHwrkNbuxLzxo9","2023-09-13","2024-10-03 23:26:10.79584+00","2023-09-13 08:31:27.641838+00","ASTURIANO"
"111","JOYA 3","T424","LOCAL","BOULEVARD DOLORES DEL RÍO ,846 , ,FRACC. LA JOYA ,76180 ,QUERÉTARO ,QUERÉTARO","https://goo.gl/maps/GDb5JHAim58SwiA98","2023-09-13","2024-10-03 23:26:11.846723+00","2023-09-13 08:31:27.713267+00","ASTURIANO"
"112","AVENIDA 12","T418","LOCAL","Av 12 2304, Lomas de Casa Blanca, 76080 Santiago de Querétaro, Qro.","https://goo.gl/maps/tG53YLkuMNTYw6RY8","2023-09-13","2024-10-03 23:26:09.669932+00","2023-09-13 08:31:27.787835+00","ASTURIANO"
"113","ANDAMAXEI","T417","LOCAL","ANDAMAXEI ,34 ,LOCAL 1 ,SANTUARIOS DEL CERRITO ,76180 ,CORREGIDORA ,QUERÉTARO","https://goo.gl/maps/nMQfnydzc1QYFWNV9","2023-09-13","2024-10-03 23:26:10.732038+00","2023-09-13 08:31:27.855178+00","ASTURIANO"
"114","ATENAS 2","T409","LOCAL","SANTIAGO TLATELOLCO , , ,VILLAS DE SANTIAGO ,76148 ,QUERÉTARO  ,QUERÉTARO","https://goo.gl/maps/NwZaKeUbo7Z4MnFi8","2023-09-13","2024-10-03 23:26:10.663069+00","2023-09-13 08:31:27.924963+00","ASTURIANO"
"115","GOBERNADORES 1","T406","LOCAL","Villas del Cimatario, Prados del Sol, 76087 Santiago de Querétaro, Qro.","https://goo.gl/maps/v1p4DdKREqsXXpMx9","2023-09-13","2024-10-03 23:26:11.716147+00","2023-09-13 08:31:28.000457+00","ASTURIANO"
"116","GOBERNADORES 2","T406","LOCAL","BOULEVARD DE LOS GOBERNADORES ,1428 , ,PRADOS DEL SOL ,76087 ,QUERÉTARO  ,QUERÉTARO","https://goo.gl/maps/v1p4DdKREqsXXpMx9","2023-09-13","2024-10-03 23:26:11.78093+00","2023-09-13 08:31:28.080855+00","ASTURIANO"
"117","PIRAMIDE","T405","LOCAL","PROL. AVENIDA EL JACAL ,1104 , ,PUERTA REAL , ,CORREGIDORA ,QUERÉTARO","https://goo.gl/maps/eR6HoBfAbaWE3ZAc7","2023-09-13","2024-10-03 23:26:10.591422+00","2023-09-13 08:31:28.151053+00","ASTURIANO"
"118","BALAUSTRADAS","T404","LOCAL","LATERAL AUTOPISTA MEXICO-QUERETARO ,2050 ,A , , ,QUERÉTARO ,QUERÉTARO","https://goo.gl/maps/qEBHKxgvvwio4j8cA","2023-09-13","2024-10-03 23:26:27.537588+00","2023-09-13 08:31:28.224142+00","ASTURIANO"
"119","LOS OLVERA 2","T402","LOCAL","CAMINO A LOS OLVERA ,709 ,1 ,LOS OLVERA , ,CORREGIDORA ,QUERÉTARO","https://goo.gl/maps/KFRnWmgUGrJf7nVS6","2023-09-13","2024-10-03 23:26:10.525867+00","2023-09-13 08:31:28.293917+00","ASTURIANO"
"120","DEL SOL 2","T401","LOCAL","BOULEVARD PEÑAFLOR ,1042 ,A ,CIUDAD DEL SOL ,76116 ,QUERÉTARO  ,QUERÉTARO","https://goo.gl/maps/WKDBSmU9zAt5UEDL6","2023-09-13","2024-10-03 23:26:10.459366+00","2023-09-13 08:31:28.369414+00","ASTURIANO"
"121","DEL SOL 1","T400","LOCAL","BOULEVARD PEÑAFLOR ,1041 , ,CIUDAD DEL SOL ,76116 ,QUERÉTARO  ,QUERÉTARO","https://goo.gl/maps/jEDUt569j6JJvUey5","2023-09-13","2024-10-03 23:26:10.392398+00","2023-09-13 08:31:28.443497+00","ASTURIANO"
"122","CONSTITUYENTES 4","T399","LOCAL","PASEO CONSTITUYENTES ,1230 , , , ,CORREGIDORA ,QUERÉTARO","https://goo.gl/maps/fVTPjgu6RhbRthuX9","2023-09-13","2024-10-03 23:26:10.260171+00","2023-09-13 08:31:28.51016+00","ASTURIANO"
"123","SOMBRERETE 3","T398","LOCAL","CERRO DEL SOMBRERETE ,1042 , ,FRACC. LOS CIPRESES , ,QUERÉTARO ,QUERÉTARO","https://goo.gl/maps/wU4UDBEtpKC9LBrM7","2023-09-13","2024-10-03 23:26:30.024574+00","2023-09-13 08:31:28.578297+00","ASTURIANO"
"124","CAMPO MILITAR","T397","LOCAL","C. San Germán 26-36, San Antonio de la Punta, 76135 Santiago de Querétaro, Qro.","https://goo.gl/maps/VxJHkq7HwW97xPsm8","2023-09-13","2024-10-03 23:26:13.910801+00","2023-09-13 08:31:28.646386+00","ASTURIANO"
"125","LOMA BONITA 2","T396","LOCAL","Citlaltépetl 300, Loma Bonita, 76049 Santiago de Querétaro, Qro.","https://goo.gl/maps/wCHBdVHC7Ny4BmHs9","2023-09-13","2024-10-03 23:26:13.647034+00","2023-09-13 08:31:28.723681+00","ASTURIANO"
"126","CIRRUS","T393","LOCAL","CIRRUS  ,S/N , ,REAL SOLARE , ,EL MARQUÉS  ,QUERÉTARO","https://goo.gl/maps/KQSeGn6MncZ8kapn6","2023-09-13","2024-10-03 23:26:12.59841+00","2023-09-13 08:31:28.797492+00","ASTURIANO"
"127","TOVAR","T388","LOCAL","FRANCISCO I. MADERO ,33 , ,EL PUEBLITO ,76900 ,CORREGIDORA ,QUERÉTARO","https://goo.gl/maps/tmHt57fxMAvTTb416","2023-09-13","2024-10-03 23:26:27.404931+00","2023-09-13 08:31:28.871522+00","ASTURIANO"
"128","CALLE 25","T382","LOCAL","Av. Fray Eulalio Hernández Rivera 4, El Pueblito, 76904 El Pueblito, Qro.","https://maps.app.goo.gl/TJKRuUSRaRx2QNe27?g_st=iw","2023-09-13","2024-10-03 23:26:13.779094+00","2023-09-13 08:31:28.939485+00","ASTURIANO"
"129","DEL RIO","T381","LOCAL","ISIDRO HERNANDEZ ,10 ,LOCAL 1 ,CENTRO ,76900 ,CORREGIDORA ,QUERÉTARO","https://goo.gl/maps/BQKN7qT4XjavYufY7","2023-09-13","2024-10-03 23:26:30.220501+00","2023-09-13 08:31:29.007982+00","ASTURIANO"
"130","CHE GUEVARA","T378","LOCAL","C. INGENIO 3 VALLES ,137 , ,RUBE JARAMILLO ,76117 ,QUERÉTARO ,QUERÉTARO","https://goo.gl/maps/2nmZwUL4G3vzQjEW9","2023-09-13","2024-10-03 23:26:13.516035+00","2023-09-13 08:31:29.083487+00","ASTURIANO"
"131","EJIDO","T376","LOCAL","Alfredo V. Bonfil 179, Modelo, 76177 Santiago de Querétaro, Qro.","https://goo.gl/maps/y3evFUTnppbQnX6t6","2023-09-13","2024-10-03 23:26:13.451748+00","2023-09-13 08:31:29.161074+00","ASTURIANO"
"132","AMERICAS 3","T375","LOCAL","Cerro del Coyolote 200, Las Americas, 76121 Santiago de Querétaro, Qro.","https://goo.gl/maps/kMipfvNBMA8EASSy7","2023-09-13","2024-10-03 23:26:13.58047+00","2023-09-13 08:31:29.235266+00","ASTURIANO"
"133","CALLE 23","T373","LOCAL","C. 23 503, Lomas de Casa Blanca, 76080 Santiago de Querétaro, Qro.","https://goo.gl/maps/zv9AqZ27wVZxpnyH8","2023-09-13","2024-10-03 23:26:12.521057+00","2023-09-13 08:31:29.309724+00","ASTURIANO"
"134","CAPILLA JURICA","T372","LOCAL","NOCHE BUENA ,102 , ,JURICA PUEBLO ,76100 ,QUERÉTARO ,QUERÉTARO","https://goo.gl/maps/yU3tVUJ6H8ShmHqXA","2023-09-13","2024-10-03 23:26:12.456488+00","2023-09-13 08:31:29.383556+00","ASTURIANO"
"135","ALAMBIQUE","T371","LOCAL","C. 20 DE NOVIEMBRE , , ,COL. LOS ANGELES ,76908 ,CORREGIDORA ,QUERÉTARO","https://goo.gl/maps/sU6xAjiPqiDoibuM6","2023-09-13","2024-10-03 23:26:13.714087+00","2023-09-13 08:31:29.460487+00","ASTURIANO"
"136","CARRILLO","T370","LOCAL","PROL. 18 DE MARZO ,181 , ,FELIPE CARRILLO PUERTO ,76138 ,QUERÉTARO ,QUERÉTARO","https://goo.gl/maps/L52AEoijpz4PcEhd6","2023-09-13","2024-10-03 23:26:13.323191+00","2023-09-13 08:31:29.535868+00","ASTURIANO"
"137","DEHESA","T366","LOCAL","CTO. JOSÉ MARÍA HERNÁNDEZ ,45 , ,LOS MEZQUITES ,76912 ,QUERÉTARO ,QUERÉTARO","https://goo.gl/maps/9NyRX8Ber3K6B7Hx6","2023-09-13","2024-10-03 23:26:30.283993+00","2023-09-13 08:31:29.611509+00","ASTURIANO"
"138","PLAZA ANÁHUAC","T365","LOCAL","AV. PASEO DE LAS PITAHAYAS ,LTE.55 ,MZA.1 ,FRACCIONAMIENTO ZIBATÁ ,76269 ,QUERÉTARO ,QUERÉTARO","https://g.page/xentricanahuac?share","2023-09-13","2024-10-03 23:26:12.258171+00","2023-09-13 08:31:29.688439+00","ASTURIANO"
"139","LA CAMINERA","T361","LOCAL","REBOZO ,131 , ,ARTE MEXICANO ,76085 ,QUERÉTARO ,QUERÉTARO","https://goo.gl/maps/7x1XGjtn2DvF87Qm6","2023-09-13","2024-10-03 23:26:13.06261+00","2023-09-13 08:31:29.760675+00","ASTURIANO"
"140","JUNIPERO HACES","T359","LOCAL","ANILLO VIAL II FRAY JUNÍPERO SERRA ,9220 , ,FRACC. EL REFUGIO ,76146 ,QUERÉTARO ,QUERÉTARO","https://goo.gl/maps/RczXx8zGi7UA6B219","2023-09-13","2024-10-03 23:26:27.211642+00","2023-09-13 08:31:29.837067+00","ASTURIANO"
"141","RIO QUERETARO","T358","LOCAL","Sin referencia No. 970 100C, La Sierrita, 76137 Santiago de Querétaro, Qro.","https://goo.gl/maps/RLveGD5fRmyxzCw17","2023-09-13","2024-10-03 23:26:13.192457+00","2023-09-13 08:31:29.914791+00","ASTURIANO"
"142","LA LUPITA","T357","LOCAL","CIRCUITO LÁZARO CÁRDENAS ,718 , ,LÁZARO CÁRDENAS ,76087 ,QUERÉTARO ,QUERÉTARO","https://goo.gl/maps/u7hg3S6tzBB7rQeLA","2023-09-13","2024-10-03 23:26:13.975136+00","2023-09-13 08:31:29.986942+00","ASTURIANO"
"143","PRIVADA PEDREGAL","T354","LOCAL","IGNACIO ZARAGOZA ,21 , ,EL PEDREGAL ,76144 ,QUERÉTARO ,QUERÉTARO","https://goo.gl/maps/qiYNB4eyGJGjYCsz9","2023-09-13","2024-10-03 23:26:13.843398+00","2023-09-13 08:31:30.062399+00","ASTURIANO"
"144","VERO","T353","LOCAL","SANTO DOMINGO  ,101 , ,VISTA ALEGRE 3A SECCIÓN ,76074 ,QUERÉTARO ,QUERÉTARO","https://goo.gl/maps/Kqs9okBZmnV3N8Qg6","2023-09-13","2024-10-03 23:26:12.045546+00","2023-09-13 08:31:30.149317+00","ASTURIANO"
"145","LA SERRANITA","T350","LOCAL","AV. LAGOS ,403 , ,EL ROCÍO ,76114 ,QUERÉTARO ,QUERÉTARO","https://goo.gl/maps/AtdMWzYJtUXnAnPM6","2023-09-13","2024-10-03 23:26:13.387679+00","2023-09-13 08:31:30.219457+00","ASTURIANO"
"146","ARBOLITO","T349","LOCAL","C. OCAL ,31 , ,LOS OLVERA ,76904 ,CORREGIDORA ,QUERÉTARO","https://goo.gl/maps/QmMWqdvNyHrWYouZA","2023-09-13","2024-10-03 23:26:12.323639+00","2023-09-13 08:31:30.311131+00","ASTURIANO"
"147","ALTAMIRA","T348","LOCAL","AV. DE LA LUZ ,1610 , ,CHULA VISTA ,76116 ,QUERÉTARO ,QUERÉTARO","https://goo.gl/maps/7D5vibayCinD8s926","2023-09-13","2024-10-03 23:26:12.998652+00","2023-09-13 08:31:30.387985+00","ASTURIANO"
"148","ES LOMA ALTA","T346","LOCAL","AVENIDA UNIVERSIDAD ,399 ,1 ,CERRO GORDO ,76804 ,SAN JUAN DEL RÍO ,QUERÉTARO","https://goo.gl/maps/fsS8UFvaaB1s1hzd8","2023-09-13","2024-10-03 23:26:13.258092+00","2023-09-13 08:31:30.460925+00","ASTURIANO"
"149","BORONITA","T345","LOCAL","AVENIDA 14 ,801 , ,LOMAS DE CASA BLANCA ,76080 ,QUERÉTARO ,QUERÉTARO","https://goo.gl/maps/ccurs1vDY4eLbC6r5","2023-09-13","2024-10-03 23:26:12.38965+00","2023-09-13 08:31:30.535812+00","ASTURIANO"
"150","ULTIMO SIGLO","T344","LOCAL","AVENIDA MAR DE CORTÉS ,1501 ,A ,MOMPANÍ ,76229 ,QUERÉTARO ,QUERÉTARO","https://goo.gl/maps/LHytARYjfTLSMoLPA","2023-09-13","2024-10-03 23:26:13.128376+00","2023-09-13 08:31:30.605021+00","ASTURIANO"
"151","ADARA","T342","LOCAL","CALLE CERRADA VÍA CITE ,2 ,1 ,ADARA LIFESTYLE ,76246 ,EL MARQUÉS ,QUERÉTARO","https://goo.gl/maps/fdMnzE9guqajsw537","2023-09-13","2024-10-03 23:26:11.979487+00","2023-09-13 08:31:30.678563+00","ASTURIANO"
"152","RIO AYUTLA","T338","LOCAL","RIO AYUTLA ,104 ,G y H ,LA PIEDAD ,76150 ,QUERÉTARO ,QUERÉTARO","https://goo.gl/maps/qD1coYhkDWZb8veq6","2023-09-13","2024-10-03 23:26:12.799356+00","2023-09-13 08:31:30.746564+00","ASTURIANO"
"153","EL CARMEN 3","T334","LOCAL","EPIGMENIO GONZÁLEZ ,15 , ,EL CARMEN ,76240 ,EL MARQUÉS ,QUERÉTARO","https://goo.gl/maps/ATbw6JRXgwnjw63k8","2023-09-13","2024-10-03 23:26:12.732728+00","2023-09-13 08:31:30.81386+00","ASTURIANO"
"154","PRIVADA JURIQUILLA","T331","LOCAL","CERRO DE LA CABRA  ,256 , , ,76230 ,SANTA ROSA JÁUREGUI ,QUERÉTARO","https://goo.gl/maps/1wLniPfSapi41Gvo9","2023-09-13","2024-10-03 23:26:26.03564+00","2023-09-13 08:31:30.881465+00","ASTURIANO"
"155","BRITO","T326","LOCAL","AV. LAS AZUCENAS ,46 , ,LAS AZUCENAS ,76116 ,QUERÉTARO ,QUERÉTARO","https://goo.gl/maps/wFduEqsiy5EcFV1L6","2023-09-13","2024-10-03 23:26:12.117611+00","2023-09-13 08:31:30.949714+00","ASTURIANO"
"156","EL CARMEN 2","T321","LOCAL","FLORENCIO ROSAS ,8 , ,EL CARMEN ,76246 ,EL MARQUÉS  ,QUERÉTARO","https://goo.gl/maps/GA37X2WyMYja6M7LA","2023-09-13","2024-10-03 23:26:12.864253+00","2023-09-13 08:31:31.01904+00","ASTURIANO"
"157","UNIVERSIDAD 2","T320","LOCAL","AV. UNIVERSIDAD ,192 ,B ,EL RETABLO ,76154 ,QUERÉTARO ,QUERÉTARO","https://goo.gl/maps/pF1mggkjJXX8PTwPA","2023-09-13","2024-10-03 23:26:12.189863+00","2023-09-13 08:31:31.09316+00","ASTURIANO"
"158","ANGELES","T319","LOCAL","CARRETERA LIBRE A CELAYA  ,KM 12 , ,LOS ÁNGELES ,76907 ,CORREGIDORA ,QUERÉTARO","https://goo.gl/maps/R29m8CsuDT2zKJvTA","2023-09-13","2024-10-03 23:26:12.933541+00","2023-09-13 08:31:31.160333+00","ASTURIANO"
"159","REFORMA 3","T312","LOCAL","ROMAN MORALES  ,126 , ,REFORMA AGRARIA ,76086 ,QUERÉTARO ,QUERÉTARO","https://goo.gl/maps/bGcwPi59TyYzi2wg6","2023-09-13","2024-10-03 23:26:14.040125+00","2023-09-13 08:31:31.227382+00","ASTURIANO"
"160","ORIZABA","T309","LOCAL","PICO DE ORIZABA ,202 , ,LOMA BONITA ,76118 ,QUERÉTARO ,QUERÉTARO","https://goo.gl/maps/auw1PSofEykN8QUn8","2023-09-13","2024-10-03 23:26:12.666763+00","2023-09-13 08:31:31.300065+00","ASTURIANO"
"161","LA LUZ 2","T308","LOCAL","AV. DE LA LUZ ,1808 , ,LOMAS DE SAN ÁNGEL ,76116 ,QUERÉTARO ,QUERÉTARO","https://goo.gl/maps/pcSTSzVZJMVX8PC3A","2023-09-13","2024-10-03 23:26:14.106224+00","2023-09-13 08:31:31.373061+00","ASTURIANO"
"162","PLAZA ZAKIA","T307","LOCAL","AV. PASEO DE ZAKIA PONIENTE ,4300 ,1 ,FRACCIONAMIENTO ZAKIA ,76230 ,EL MARQUÉS ,QUERÉTARO","https://goo.gl/maps/VSG2q4AmkdWyD8yM9","2023-09-13","2024-10-03 23:26:14.169636+00","2023-09-13 08:31:31.447072+00","ASTURIANO"
"163","CONDADO","T304","LOCAL","PASEO DEL CONDADO CONDOMINIO 2 ,19 ,B-20 Y B-21 ,EL CONDADO  ,76922 ,CORREGIDORA ,QUERÉTARO","https://goo.gl/maps/miM37bh9rsTHz5Bv5","2023-09-13","2024-10-03 23:26:28.530867+00","2023-09-13 08:31:31.514356+00","ASTURIANO"
"164","VIÑEDOS 2","T303","LOCAL","CIRCUITO MERLOT  ,3033 , ,FRACC. VIÑEDOS ,76235 ,QUERÉTARO ,QUERÉTARO","https://goo.gl/maps/eH2mAcMcKZxQ7dUx6","2023-09-13","2024-10-03 23:26:25.580353+00","2023-09-13 08:31:31.594231+00","ASTURIANO"
"165","YESEROS","T302","LOCAL","INDUSTRIALES ,139 , ,PEÑUELAS ,76148 ,QUERÉTARO ,QUERÉTARO","https://goo.gl/maps/MvQqcP3rzeobL4RG7","2023-09-13","2024-10-03 23:26:14.235823+00","2023-09-13 08:31:31.665461+00","ASTURIANO"
"166","SANTUARIOS 2","T298","LOCAL","AV. ANDAMAXEI ,L 1 MZN 308 , ,COL. SANTUARIOS DEL CENTRO ,76180 ,CORREGIDORA ,QUERÉTARO","https://goo.gl/maps/MDTykyTWMkYcjYMk7","2023-09-13","2024-10-03 23:26:14.300793+00","2023-09-13 08:31:31.741077+00","ASTURIANO"
"167","MANUFACTURA","T292","LOCAL","PROLONGACIÓN CORREGIDORA NTE. ,6 , ,PARQUES INDUSTRIALES ,76060 ,QUERÉTARO ,QUERÉTARO","https://goo.gl/maps/MyLpASJkCDww5h6w7","2023-09-13","2024-10-03 23:26:28.141998+00","2023-09-13 08:31:31.815991+00","ASTURIANO"
"168","CAÑADAS DEL LAGO","T291","LOCAL","CARRETERA ESTATAL 411 ,km 3+220  , ,CAÑADAS DEL LAGO ,76922 ,CORREGIDORA  ,QUERÉTARO","https://goo.gl/maps/y7UtciucEEsswgv26","2023-09-13","2024-10-03 23:26:30.478183+00","2023-09-13 08:31:31.883138+00","ASTURIANO"
"169","CERRO BLANCO","T288","LOCAL","CERRO BLANCO  ,140 ,1,2,3 ,COL. COLINAS DE CIMATARIO ,76090 ,QUERÉTARO ,QUERÉTARO","https://goo.gl/maps/uupMtVT8VFpnnHQN8","2023-09-13","2024-10-03 23:26:15.941806+00","2023-09-13 08:31:31.951978+00","ASTURIANO"
