"id","BienesTransp","Cantidad","ClaveUnidad","Descripcion","Moneda","PesoEnKg","MaterialPeligroso","Destino_id","Operation_id"
"8","11121600",3,"10:Grupos","MADERA","MXN","500",False,"2",NULL
"9","50192111",2,"10:Grupos","CARNE","MXN","2000",False,"2",NULL
"10","15121512",1,"H87: Pieza","MONO-COAT 2104W","MXN","19",False,"664",NULL
"11","13101723",1,"H87: Pieza","ULTRA PURGUE 3615 US","MXN","20",False,"664",NULL
"22","11121600",3,"10:Grupos","MADERA hola","MXN","500",True,"8",NULL
"23","50192111",2,"10:Grupos","CARNE","MXN","2000",True,"2",NULL
"24","15121512",2,"H87","CHEM-TREND SL 92060","MXN","416",False,"3","822"
"25","13101723",3,"H87","ULTRA PURGE 5000","MXN","60",False,"3","822"
"26","13101723",3,"H87","ULTRA PURGE 5000","MXN","60",False,"3","822"
"27","15121512",1,"H87","CHEM TREND SL-6193A","MXN","208",False,"3","822"
"28","13101723",3,"H87","ULTRA PURGE 1004","MXN","60",False,"43","823"
"29","13101723",9,"H87","ULTRA PURGE 1004","MXN","180",False,"43","823"
"30","13101723",1,"H87","ULTRA PURGE 3615 US","MXN","500",False,"43","823"
"35","15121805",42,"H87: Pieza","CHEM-TREND ASW-101","MXN","42",False,"138","824"
"36","15121512",1,"H87: Pieza","CHEM-TREND SL-3636","MXN","201",False,"138","824"
"37","15121512",2,"H87: Pieza","CHEM-TREND ML-3083","MXN","2326",False,"84","825"
"38","15121512",2,"H87: Pieza","CHEM-TREND ML-3083","MXN","2326",False,"84","825"
"39","15121512",2,"H87: Pieza","CHEM-TREND ML-3038","MXN","2326",False,"84","825"
"40","50202203",18,"H87: Pieza","VIÑA REAL  PIÑA COLADA  400ML","MXN","60",True,"673","826"
"41","50202203",2,"H87: Pieza","RON BACARDI BCO 980ML","MXN","60",True,"673","826"
"42","50202203",3,"H87: Pieza","RON BACARDI BCO 750 ML","MXN","60",True,"673","826"
"44","14111704",3,"H87: Pieza","CUBETAZO MODELO 13LTS A","MXN","60",False,"673","826"
"45","14111704",17,"H87: Pieza","CUBETAZO MODELO 13LTS A","MXN","60",False,"673","826"
"46","14111704",200,"H87: Pieza","BOLSA DE HIELO CUBETAZO 3KG","MXN","60",False,"673","826"
"47","14111704",1,"H87: Pieza","ADEREZO RANCH CLEMENTE JACQUES 237ML","MXN","60",False,"673","826"
"48","14111704",1,"H87: Pieza","CAPRICE CERAMIDAS 200 ML","MXN","60",False,"673","826"
"49","14111704",24,"H87: Pieza","VIVE 100  500ML","MXN","60",False,"673","826"
"50","14111704",12,"H87: Pieza"," SUEROX FRESA-FRUTOS ROJOS 630 ML","MXN","60",False,"673","826"
"51","14111704",2,"H87: Pieza","RAID MAX MATA CUCARACHAS 250ML","MXN","60",False,"673","826"
"52","14111704",24,"H87: Pieza","JUMEX BOTELLA DURAZNO 250ML","MXN","60",False,"673","826"
"53","14111704",12,"H87: Pieza","BIDA MANGO 500 ML","MXN","60",False,"673","826"
"54","14111704",12,"H87: Pieza","JUMEX SPORT UVA 600ML ","MXN","60",False,"673","826"
"55","14111704",12,"H87: Pieza","UFRESCO LB 12/473ML BEBIDA ARANDANO","MXN","60",False,"673","826"
"56","14111704",1,"H87: Pieza","ASPIRINA 500MG 10 TABLETAS","MXN","60",False,"673","826"
"57","50192300",40,"H87: Pieza","PELLIZCO TAMA ROCA C/U","MXN","60",False,"673","826"
"58","50192300",10,"H87: Pieza","TOTIS PAP´S SAL 90GR ","MXN","60",False,"673","826"
"59","50202201",24,"H87: Pieza","AGUA RIFADA   LIMON FRUTOS ROJOS  210 ML","MXN","60",True,"673","826"
"60","50202201",360,"H87: Pieza","CERVEZA VICTORIA MEGA 1.2 LT RETORNABLE","MXN","60",True,"673","826"
"61","50202201",24,"H87: Pieza","VICTORIA CEMPASUCHIL 473 ML LATA","MXN","60",True,"673","826"
"62","50202201",150,"H87: Pieza","10 CORONA EXTRA 473 ML + DESTAPADOR 3D","MXN","60",True,"673","826"
"63","50202201",360,"H87: Pieza","ENVASE GRANDE","MXN","60",True,"673","826"
"64","15121512",1,"H87","CHEM-TREND ML-2058","MXN","209",False,"119","827"
"65","15121512",1,"H87","CHEM-TREND ML-6068","MXN","220",False,"52","828"
"66","12352400",24,"X4G","LUSIN PROTECT G 31","MXN","24",True,"96","829"
"67","13101723",2,"H87","ULTRA PURGE 5000","MXN","40",False,"96","829"
"68","15121512",3,"H87","MONO-COAT 2060W","MXN","624",False,"96","829"
"69","15121512",2,"H87","CHEM-TREND ML-5401W","MXN","1968",False,"10","830"
"70","47131800",10,"X8A","ABARROTES","MXN","14000",False,"423","831"
"71","47131800",10,"X8A","ABARROTES","MXN","14000",False,"326","832"
"72","47131800",10,"X8A","ABARROTES","MXN","14000",False,"311","833"
"73","47131800",10,"X8A","ABARROTES","MXN","14000",False,"406","834"
"74","47131800",10,"X8A","ABARROTES","MXN","14000",False,"311","835"
"75","47131800",10,"X8A","ABARROTES","MXN","14000",False,"638","836"
"76","47131800",10,"X8A","ABARROTES","MXN","14000",False,"424","837"
"77","47131800",10,"X8A","ABARROTES","MXN","14000",False,"434","838"
"78","47131800",10,"X8A","ABARROTES","MXN","14000",False,"629","839"
"79","47131800",10,"X8A","ABARROTES","MXN","14000",False,"426","840"
"80","47131800",10,"X8A","ABARROTES","MXN","14000",False,"392","841"
"81","47131800",10,"X8A","ABARROTES","MXN","14000",False,"321","842"
"82","50181900",30,"X8A","GALLETAS","MXN","18000",False,"362","843"
"83","15121512",1,"H87","CHEM-TREND ML-1143","MXN","16",False,"27","844"
"84","13101723",2,"H87","ULTRA PURGE 1215T","MXN","40",False,"27","844"
"85","15121512",1,"H87","CHEM-TREND SL-6193A","MXN","208",False,"27","844"
"86","15121512",1,"H87","CHEM-TREND SL-6193A","MXN","208",False,"27","844"
"88","15121512",2,"H87","CHEM-TREND SL-6193A","MXN","416",False,"27","844"
"89","15121517",7,"H87","CHEM-TREND DC-456","MXN","131",False,"27","844"
"90","15121520",2,"H87","CHEM-TREND SU-121","MXN","35",False,"27","844"
"91","15121512",1,"H87","CHEM-TREND SL 2230","MXN","205",False,"43","845"
"92","13101723",3,"H87","ULTRA PURGE 1004","MXN","60",False,"43","845"
"93","13101723",9,"H87","ULTRA PURGE 1004","MXN","180",False,"43","845"
"94","12352400",2,"H87","CHEM-TREND PU-19037","MXN","28",True,"43","845"
"95","15121512",5,"H87","CHEM-TREND ML-7044","MXN","855",False,"52","846"
"96","15121512",11,"H87","CHEM-TREND ML-7044","MXN","1881",False,"119","847"
"97","12352400",5,"H87","CHEM-TREND ML-1111","MXN","77",True,"50","848"
"98","15121512",26,"H87","CHEM-TREND ML-5401W","MXN","492",False,"50","848"
"99","15121512",2,"H87","CHEM-TREND ML- 7042","MXN","1892",False,"50","848"
"100","15121512",4,"H87","CHEM-TREND ML-7042","MXN","3784",False,"50","848"
"102","13111005",1452,"H87","LURAN S777 K UV BK 61066 GM","MXN","1452",True,"8","849"
"112","15121512",1,"H87","CHEM-TREND® ML-8258","MXN","952",False,"77","857"
"113","27131527",1,"H87","XIAMETER MEM-0039 EMULSION","MXN","201",False,"77","857"
"116","12352400",7,"H87","CHEM-TREND® ML-1102","MXN","102",True,"88","858"
"117","13101723",1,"H87","ULTRA PURGETM HT","MXN","20",False,"88","858"
"118","13101723",1,"H87","ULTRA PURGETM HT","MXN","20",False,"88","858"
"119","15121512",11,"H87","CHEM-TREND® ML-1152","MXN","168",False,"457","859"
"120","12352400",1,"H87","CHEM-TREND® PU-11165","MXN","158",True,"457","859"
"121","13102011",3000,"H87","VYDYNE R533H- BK02","MXN","3000",False,"678","860"
"122","13102011",4000,"H87","VYDYNE R 543 H BK","MXN","4000",False,"678","860"
"123","15121512",2,"H87: Pieza","CHEM-TREND ML-3114","MXN","2156",False,"77","857"
"124","15121512",1,"H87: Pieza","CHEM-TREND ML-3114","MXN","1078",False,"77","857"
"176","50202201",960,"H87","CERVEZA MODELO 473ML","MXN","12000",True,"530","850"
"177","50202201",2040,"H87","CERVEZA MODELO 473ML","MXN","22000",True,"656","851"
"178","50202201",960,"H87","CERVEZA MODELO 473ML","MXN","12000",True,"530","852"
"179","50202201",2040,"H87","CERVEZA MODELO 473ML","MXN","22000",True,"656","853"
"180","50202201",2040,"H87","CERVEZA MODELO 473ML","MXN","22000",True,"656","854"
"181","15121512",2,"H87","CHEM-TREND® PU-A14202W","MXN","410",False,"47","862"
"182","15121520",1,"XQA","CHEM-TREND ® SU-121","MXN","200",False,"211","863"
"183","50202203",5,"H87: Pieza","WHISKY BLACK AND WHITE 700ML","MXN","60",True,"673","826"
"190","15121512",1,"H87","CHEM-TREND PU-A11467W","MXN","19",False,"90","864"
"191","12352400",1,"H87","ZYVAX SEALER GP","MXN","3",True,"90","864"
"192","15121512",1,"H87","CHEM-TREND SL-3636","MXN","201",False,"90","864"
"193","15121512",7,"H87","CHEM-TREND ML-8262","MXN","1204",False,"127","865"
"194","15121512",11,"H87","MONO-COAT  2022W","MXN","207",False,"128","866"
"195","15121512",4,"H87","MONO-COAT  956W","MXN","76",False,"128","866"
"196","15121500",1,"H87","W3FZ-DUOGUN NOZZLE 0,5  MM FLAT SPRAY","MXN","1",False,"128","866"
"197","24121806",1,"H87","PRESSURE POT V/2 ALUMINIUM","MXN","1",True,"128","866"
"202","47131800",10,"X8A","ABARROTES","MXN","14000",False,"406","869"
"203","47131800",11,"X8A","ABARROTES","MXN","14000",False,"625","870"
"204","47131800",12,"X8A","ABARROTES","MXN","14000",False,"498","871"
"205","47131800",13,"X8A","ABARROTES","MXN","14000",False,"317","872"
"206","47131800",14,"X8A","ABARROTES","MXN","14000",False,"324","873"
"207","47131800",15,"X8A","ABARROTES","MXN","14000",False,"402","874"
"208","47131800",16,"X8A","ABARROTES","MXN","14000",False,"311","875"
"209","47131800",17,"X8A","ABARROTES","MXN","14000",False,"325","876"
"210","47131800",18,"X8A","ABARROTES","MXN","14000",False,"434","877"
"211","47131800",19,"X8A","ABARROTES","MXN","14000",False,"512","878"
"212","47131800",20,"X8A","ABARROTES","MXN","14000",False,"313","879"
"213","47131800",21,"X8A","ABARROTES","MXN","14000",False,"424","880"
"214","25172301",2580,"X4C","PARABRISAS PARA AUTOMOTORES","MXN","11700",False,"197","867"
"215","25172303",825,"X4C","VENTANAS PARA AUTOMOTORES","MXN","12300",False,"197","867"
"216","25172301",2580,"X4C","PARABRISAS PARA AUTOMOTORES","MXN","11700",False,"197","868"
"217","25172303",825,"X4C","VENTANAS PARA AUTOMOTORES","MXN","12300",False,"197","868"
"218","25172301",2580,"X4C","PARABRISAS PARA AUTOMOTORES","MXN","11700",False,"197","856"
"219","25172303",825,"X4C","VENTANAS PARA AUTOMOTORES","MXN","12300",False,"197","856"
"220","31201600",5,"XDR","EM640CT","MXN","1020",True,"375","855"
"221","31201600",2,"XDR","EM630","MXN","408",True,"375","855"
"222","15121805",6,"X4G","CHEM-TREND ASW-101","MXN","6",False,"66","881"
"223","15121512",1,"H87","USDC-22-039","MXN","19",False,"66","881"
"224","15121520",1,"H87","CHEM-TREND PL-243","MXN","186",False,"66","881"
"225","15121512",1,"H87","CHEM-TREND PU-14212W","MXN","977",False,"29","882"
"226","15121520",24,"X4G","CHEM-TREND TOP-211","MXN","36",False,"18","883"
"227","15121520",10,"H87","CHEM-TREND PL-101","MXN","1910",False,"18","883"
"228","15121512",2,"H87","CHEM-TREND ML-5401W","MXN","1968",False,"10","884"
"229","47131800",10,"X8A","ABARROTES","MXN","14000",False,"392","885"
"230","47131800",10,"X8A","ABARROTES","MXN","14000",False,"406","886"
"231","47131800",10,"X8A","ABARROTES","MXN","14000",False,"424","887"
"232","47131800",10,"X8A","ABARROTES","MXN","14000",False,"629","888"
"233","47131800",10,"X8A","ABARROTES","MXN","14000",False,"312","889"
"234","47131800",10,"X8A","ABARROTES","MXN","14000",False,"311","890"
"235","47131800",10,"X8A","ABARROTES","MXN","14000",False,"326","891"
"236","47131800",10,"X8A","ABARROTES","MXN","14000",False,"312","892"
"237","47131800",10,"X8A","ABARROTES","MXN","14000",False,"651","893"
"238","47131800",10,"X8A","ABARROTES","MXN","14000",False,"433","894"
"239","47131800",10,"X8A","ABARROTES","MXN","14000",False,"498","895"
"240","47131800",10,"X8A","ABARROTES","MXN","14000",False,"322","896"
"241","47131800",10,"X8A","ABARROTES","MXN","14000",False,"311","897"
"243","25172303",825,"X4C","VENTANAS PARA AUTOMOTORES","MXN","12300",False,"197","898"
"244","25172301",2580,"X4C","PARABRISAS PARA AUTOMOTORES","MXN","11700",False,"197","898"
"246","50202201",1080,"H87","CERVEZA MODELO 473ML","MXN","12000",True,"530","900"
"247","50202201",960,"H87","CERVEZA MODELO 473ML","MXN","12000",True,"530","901"
"248","50202201",1080,"H87","CERVEZA MODELO 473ML","MXN","12000",True,"530","902"
"249","50202201",960,"H87","CERVEZA MODELO 473ML","MXN","12000",True,"530","903"
"250","50202201",960,"H87","CERVEZA MODELO 473ML","MXN","12000",True,"530","904"
"251","50202201",360,"H87","CERVEZA VICTORIA LATON 473ML","MXN","12000",True,"530","905"
"252","50202201",324,"H87","BARRILITO 325ML","MXN","12000",True,"530","905"
"253","47131800",10,"X8A","ABARROTES","MXN","14000",False,"679","906"
"254","50181900",30,"X8A","GALLETAS","MXN","18000",False,"362","907"
"255","47131800",10,"X8A","ABARROTES","MXN","14000",False,"680","908"
"306","50202207",12,"H87","COOLER CARIBE C FRSA 300ML","MXN","3",True,"673",NULL
"307","50202207",18,"H87","VIÑA REAL DURZNO 400ML","MXN","7",True,"673",NULL
"308","50202207",24,"H87","NEW MIX VAMPIRO 473 ML","MXN","12",True,"673",NULL
"309","50202207",12,"H87","KOSAKO MORA AZUL 600 ML","MXN","7",True,"673",NULL
"310","50202207",24,"H87","BAMBOO PIÑA COLADA 350ML","MXN","8",True,"673",NULL
"311","50202206",24,"H87","SMIRNOFF PEAH MANGO","MXN","8",True,"673",NULL
"312","50202206",24,"H87","SMIRNOFF X1 SPICY TAMARINDO","MXN","18",True,"673",NULL
"313","50202206",3,"H87","DESCATALOGADO JARABE MADRILEÑA  1L","MXN","3",True,"673",NULL
"314","50202206",2,"H87","BACARDI MANGO CHILE 750 ML","MXN","1",True,"673",NULL
"315","50171830",1,"H87","MOSTAZA MCCORMICK 115GR","MXN","1",False,"673",NULL
"316","50171832",2,"H87","CATSUP CLEMENTE SQUEZ 220GR","MXN","1",False,"673",NULL
"317","50171832",2,"H87","CATSUP CLEMENTE JACQUES SQUEZ 320GR","MXN","1",False,"673",NULL
"318","50171830",2,"H87","CREMA HINDS 90ML CLASICA","MXN","1",False,"673",NULL
"319","11121800",3,"H87","NATURELA MANZANILLA CALAS  C8","MXN","1",True,"673",NULL
"320","52151504",5,"H87","VASO DESECH REYMA 14 C50","MXN","1",False,"673",NULL
"321","50171830",1,"H87","NUTELLA 350GMS","MXN","1",False,"673",NULL
"322","50131702",1,"H87","LECHERA 375 ML","MXN","1",False,"673",NULL
"323","50467007",4,"H87","ATUN DOLORES ACEITE 133 GR","MXN","1",False,"673",NULL
"324","50467007",3,"H87","ATUN DOLORES LIGHT 133 GR","MXN","1",False,"673",NULL
"325","50202306",12,"H87","ELECTROLIT UVA 625 ML","MXN","7",False,"673",NULL
"326","26111702",6,"H87","PILA DURACELL AA  x pza C6","MXN","1",True,"673",NULL
"327","47131807",4,"H87","CLORALEX 950ML","MXN","4",False,"673",NULL
"328","24121508",5,"H87","HUEVO DOCENERA REY DEL HUEVO","MXN","4",False,"673",NULL
"329","50202306",24,"H87","ARIZONA LATA 34460 ML B SANDÍA","MXN","11",False,"673",NULL
"330","50202201",24,"H87","CERVEZA BUD LIGHT LATA 355 ML","MXN","8",True,"673",NULL
"331","50202201",48,"H87","MICHELOB ULTRA 210 ML","MXN","10",True,"673",NULL
"332","50202201",24,"H87","BUD LIGHT 710 ML LATA","MXN","17",True,"673",NULL
"333","50202201",12,"H87","CERVEZA CORONA FAMILIAR 940 ML RET","MXN","11",True,"673",NULL
"342","50211502",10,"H87","CIGARRO MARLBORO GOLD KS BOX 20","MXN","1",False,"673","909"
"343","50211502",10,"H87","CIGARRO MARLBORO SUMMER 20S","MXN","1",False,"673","909"
"344","50211502",10,"H87","PALL MALL HAWAII 20s","MXN","1",False,"673","909"
"345","50211502",10,"H87","PALL MALL LONDON 20s","MXN","1",False,"673","909"
"346","24112404",1,"H87","CAJA CEDIS","MXN","1",True,"673","909"
"347","50202207",12,"H87","COOLER CARIBE C DURZNO 300ML","MXN","3",True,"673","909"
"348","50202207",12,"H87","COOLER CARIBE C DURZNO 300ML","MXN","3",True,"673","909"
"349","50202207",12,"H87","COOLER CARIBE C FRSA 300ML","MXN","3",True,"673","909"
"350","50202207",18,"H87","VIÑA REAL DURZNO 400ML","MXN","7",True,"673","909"
"351","50202207",24,"H87","NEW MIX VAMPIRO 473 ML","MXN","12",True,"673","909"
"352","50202207",12,"H87","KOSAKO MORA AZUL 600 ML","MXN","7",True,"673","909"
"353","50202207",24,"H87","BAMBOO PIÑA COLADA 350ML","MXN","8",True,"673","909"
"354","50202206",24,"H87","SMIRNOFF PEAH MANGO","MXN","8",True,"673","909"
"355","50202206",24,"H87","SMIRNOFF X1 SPICY TAMARINDO","MXN","18",True,"673","909"
"356","50202206",3,"H87","DESCATALOGADO JARABE MADRILEÑA 1L","MXN","3",True,"673","909"
"357","50202206",2,"H87","BACARDI MANGO CHILE 750 ML","MXN","1",True,"673","909"
"358","50171830",1,"H87","MOSTAZA MCCORMICK 115GR","MXN","1",False,"673","909"
"359","50171832",2,"H87","CATSUP CLEMENTE SQUEZ 220GR","MXN","1",False,"673","909"
"360","50171832",2,"H87","CATSUP CLEMENTE JACQUES SQUEZ 320GR","MXN","1",False,"673","909"
"361","50171830",2,"H87","CREMA HINDS 90ML CLASICA","MXN","1",False,"673","909"
"362","11121800",3,"H87","NATURELA MANZANILLA CALAS C8","MXN","1",True,"673","909"
"363","52151504",5,"H87","VASO DESECH REYMA 14 C50","MXN","1",False,"673","909"
"364","50171830",1,"H87","NUTELLA 350GMS","MXN","1",False,"673","909"
"365","50131702",1,"H87","LECHERA 375 ML","MXN","1",False,"673","909"
"366","50467007",4,"H87","ATUN DOLORES ACEITE 133 GR","MXN","1",False,"673","909"
"367","50467007",3,"H87","ATUN DOLORES LIGHT 133 GR","MXN","1",False,"673","909"
"368","50202306",12,"H87","ELECTROLIT UVA 625 ML","MXN","7",False,"673","909"
"369","26111702",6,"H87","PILA DURACELL AA x pza C6","MXN","1",True,"673","909"
"370","47131807",4,"H87","CLORALEX 950ML","MXN","4",False,"673","909"
"371","24121508",5,"H87","HUEVO DOCENERA REY DEL HUEVO","MXN","4",False,"673","909"
"372","50202306",24,"H87","ARIZONA LATA 34460 ML B SANDÍA","MXN","11",False,"673","909"
"373","50202201",24,"H87","CERVEZA BUD LIGHT LATA 355 ML","MXN","8",True,"673","909"
"374","50202201",48,"H87","MICHELOB ULTRA 210 ML","MXN","10",True,"673","909"
"375","50202201",24,"H87","BUD LIGHT 710 ML LATA","MXN","17",True,"673","909"
"376","50202201",12,"H87","CERVEZA CORONA FAMILIAR 940 ML RET","MXN","11",True,"673","909"
"377","50202201",600,"H87","CERVEZA VICTORIA MEGA 12 LT RETORNABLE","MXN","720",True,"673","909"
"378","50202201",240,"H87","CERVEZA CORONA LIGHT LATA 355 ML","MXN","85",True,"673","909"
"379","50202201",240,"H87","CERVEZA MODELO ESPECIAL LATON 473 ML","MXN","113",True,"673","909"
"380","50202201",612,"H87","ENVASE GRANDE","MXN","459",True,"673","909"
"381","50161800",8,"H87","DULCE CREMOSO BOB ESPONJA 18 GR","MXN","1",False,"673","909"
"382","50161813",30,"H87","CHOCOLATE VAQUITA MINIATURA 45 GR","MXN","1",False,"673","909"
"383","50161800",6,"H87","DULCE CREMOSO JACKIE PRINCES","MXN","1",False,"673","909"
"384","50161813",12,"H87","HUEVITO CHOCOLATE VARIAS LICENCIAS GREZON","MXN","1",False,"673","909"
"385","15121512",2,"H87","CHEM-TREND PU-A14202W","MXN","410",False,"29","911"
"386","15121512",1,"H87","ZYVAX FRESH START","MXN","4",False,"36","912"
"387","15121512",1,"H87","ZYVAX WATERSHIELD","MXN","52",False,"36","912"
"388","15121512",18,"H87","CHEM-TREND PU-A11467W","MXN","444",False,"36","912"
"389","13101723",1,"H87","ULTRA PURGE PET-C","MXN","20",False,"41","913"
"390","15121512",1,"H87","CHEM-TREND  SL-92060","MXN","208",False,"41","913"
"391","15121528",2,"H87","CHEM-TREND  HF-28","MXN","450",False,"41","913"
"392","15121512",1,"H87","CHEM-TREND SL-6193A","MXN","208",False,"21","914"
"393","15121512",15,"H87","CHEM-TREND SL-6193A","MXN","3120",False,"21","914"
"394","15121520",10,"H87","CHEM-TREND PL-101","MXN","174",False,"21","914"
"395","15121512",1,"H87","CHEM-TREND SL-3636","MXN","201",False,"90","915"
"396","13101723",20,"X4G","ULTRA PURGE 1516","MXN","92",False,"36","912"
"397","50211502",20,"H87","CIGARRO MARLBORO GOLD KS BOX 20","MXN","1",False,"673","916"
"398","24112404",1,"H87","CAJA CEDIS","MXN","1",True,"673","916"
"399","50202201",24,"H87","CORONA EXTRA 355 ML BOTELLA RETORNA","MXN","9",True,"673","916"
"400","50202201",480,"H87","CERVEZA CORONA LIGHT LATA 355 ML","MXN","170",True,"673","916"
"401","50202201",12,"H87","CERVEZA CORONA MEGA 12 LT RETORNABLE","MXN","15",True,"673","916"
"402","50202201",8,"H87","6 PACK MODELO AMBAR 355 ML","MXN","3",True,"673","916"
"403","50202201",10,"H87","DESCAT 24 PK CORONA EXTRA 355ML BOTELLA NR","MXN","4",True,"673","916"
"404","50202201",36,"H87","GRAN NEGRA MODELO 12 LT","MXN","44",True,"673","916"
"405","50202201",24,"H87","ENVASE CHICO","MXN","1",True,"673","916"
"406","50202201",48,"H87","ENVASE GRANDE","MXN","3",True,"673","916"
"407","50151513",2,"H87","ACEITE SABROSANO 850ML","MXN","2",False,"673","916"
"408","50171832",5,"H87","MAYON MCCORMICK 105GR","MXN","1",False,"673","916"
"409","50171832",2,"H87","CATSUP DEL MONTE 320GR","MXN","1",False,"673","916"
"410","50192109",10,"H87","PAPA SAL SNACKER 170GR","MXN","2",False,"673","916"
"411","50192109",10,"H87","PAPA CHILE DE ARBOL SNACKER 170GR","MXN","2",False,"673","916"
"412","50192109",10,"H87","PAPA CHILE DE ARBOL SNACKER 170GR","MXN","2",False,"673","916"
"413","50192109",10,"H87","TOTOPO QUESO Y CHILE SNACKER 245GR","MXN","3",False,"673","916"
"414","50192109",10,"H87","TOTOPO QUESO Y CHILE SNACKER 245GR","MXN","3",False,"673","916"
"415","50192109",10,"H87","TOTOPO NATURAL SNACKER 280GR","MXN","3",False,"673","916"
"416","50192109",10,"H87","CHICHARRON CERDO SNACKER115GR","MXN","2",False,"673","916"
"417","50201706",2,"H87","CAFE LEGAL 100 G","MXN","1",False,"673","916"
"418","53131606",2,"H87","DESODORANTE REXONA POWDER BARRA 50G","MXN","1",False,"673","916"
"419","47131810",1,"H87","JABON ESCUDO ANTIBACT 150 GRS","MXN","1",False,"673","916"
"420","52151641",3,"H87","N SUN PROTECT  SENSETIVE LOTION 50FPS","MXN","1",False,"673","916"
"421","50161813",6,"H87","ABUELITA TABLILLA 90GR","MXN","1",False,"673","916"
"422","10191509",3,"H87","RAIDOLITOS ESPIRAL C12 LAVANDA","MXN","1",True,"673","916"
"423","50202306",8,"H87","JARRITO PA MICHELA","MXN","1",False,"673","916"
"424","50202306",8,"H87","JARRITO PA MICHELA","MXN","1",False,"673","916"
"425","50202306",6,"H87","JARRITO PAMICHELA GRANDE 50GR","MXN","1",False,"673","916"
"426","24121508",5,"H87","HUEVO DOCENERA REY DEL HUEVO","MXN","4",False,"673","916"
"427","50161800",8,"H87","DULCE CREMOSO BOB ESPONJA 18 GR","MXN","1",False,"673","916"
"428","50161813",30,"H87","CHOCOLATE VAQUITA MINIATURA 45 GR","MXN","1",False,"673","916"
"429","50161800",6,"H87","DULCE CREMOSO JACKIE PRINCES","MXN","1",False,"673","916"
"430","50161813",12,"H87","HUEVITO CHOCOLATE VARIAS LICENCIAS GREZON","MXN","1",False,"673","916"
"431","50161813",10,"H87","CARLOS V LIBRE DE AZUCAR","MXN","1",False,"673","916"
"432","50192109",12,"H87","QUETOTIS ESP QUESO CHEDDAR 120GR","MXN","2",False,"673","916"
"433","50161800",10,"H87","SHOT BOMBA","MXN","1",False,"673","916"
"434","50161800",6,"H87","PULSERAS NEON C15","MXN","9",False,"673","916"
"435","60141001",6,"H87","GLOBOS SURTIDO 9 25P","MXN","38",False,"673","916"
"436","50161813",12,"H87","CHOCOLATE NESTLE CRUNCH 40 G","MXN","1",False,"673","916"
"437","50161813",9,"H87","CHOCOLATE NESTLE KIT KAT 45 G","MXN","1",False,"673","916"
"438","50192109",5,"H87","TOTIS PALOMITAS QUESO CHEDDAR 60GR","MXN","1",False,"673","916"
"439","25172301",2580,"X4C","PARABRISAS PARA AUTOMOTORES","MXN","11700",False,"197","917"
"440","25172303",825,"X4C","VENTANAS PARA AUTOMOTORES","MXN","12300",False,"197","917"
"441","12352400",1,"H87","MONO-COAT E304","MXN","15",True,"85","918"
"442","12352400",24,"X4G","LUSIN PROTECT G 31 F","MXN","24",True,"85","918"
"443","15121512",1,"H87","CHEM-TREND SL-90099","MXN","208",False,"85","918"
"444","15121520",2,"H87","CHEM-TREND PL-243","MXN","372",False,"85","918"
"445","30103618",1,"XUN","SPRAY IQ FLOW","MXN","300",False,"586","919"
"446","25172301",2580,"X4C","PARABRISAS PARA AUTOMOTORES","MXN","11700",False,"197","920"
"447","25172303",825,"X4C","VENTANAS PARA AUTOMOTORES","MXN","12300",False,"197","920"
"448","50202201",1080,"H87","VICTORIA LATON 473 ML","MXN","11000",True,"530","921"
"449","47131800",11,"X8A","ABARROTES","MXN","14000",False,"392","922"
"450","47131800",11,"X8A","ABARROTES","MXN","14000",False,"406","923"
"451","47131800",11,"X8A","ABARROTES","MXN","14000",False,"424","924"
"452","47131800",11,"X8A","ABARROTES","MXN","14000",False,"499","925"
"453","47131800",11,"X8A","ABARROTES","MXN","14000",False,"426","926"
"454","47131800",11,"X8A","ABARROTES","MXN","14000",False,"315","927"
"455","47131800",11,"X8A","ABARROTES","MXN","14000",False,"660","928"
"456","47131800",11,"X8A","ABARROTES","MXN","14000",False,"629","929"
"457","47131800",11,"X8A","ABARROTES","MXN","14000",False,"400","930"
"458","15121512",1,"H87","CHEM-TREND ML-2058","MXN","209",False,"119","931"
"459","15121512",1,"H87","CHEM-TREND ML-6068","MXN","220",False,"119","931"
"460","15121512",35,"XPR","CHEM-TRENDSL-98022","MXN","39",False,"95","932"
"461","13101723",1,"H87","ULTRA PURGE  5000","MXN","20",False,"28","933"
"462","15121512",1,"H87","CHEM-TREND SL-2112","MXN","206",False,"28","933"
"463","12352400",6,"H87","LUSIN LUB PZO 152","MXN","9",True,"28","933"
"464","15121512",44,"H87","ZYVAX WATERSHIELD","MXN","176",False,"94","934"
"465","12352400",64,"H87","CHEMLEASE PMR-90 EZ","MXN","175",True,"94","934"
"466","15121528",6,"H87","CHEM-TREND HF-28","MXN","6372",False,"49","935"
"467","30103618",1,"XUN","SPRAY IQ FLOW MODULE","MXN","300",False,"586","936"
"468","12352400",2,"H87","CHEM-TREND PU-16319","MXN","320",True,"282","937"
"469","13101723",1,"H87","ULTRA PURGE 8416","MXN","250",False,"282","937"
"470","15121512",5,"H87","CHEM-TREND ML-7044","MXN","855",False,"52","938"
"471","15121512",11,"H87","CHEM-TREND ML-7044","MXN","1881",False,"119","939"
